Organisasjonsnummer	Barnehageenhetnavn	2017.Alle eierformer.Grunnbemanning totalt
992301872	Camembert'N Kanvas-Barnehage	15.7
880992082	Fjellbovegen barnehage	23
975301818	Fjuk Oppvekstsenter Avd barnehage	12.5
975301826	Frogner barnehage	14
991679529	Hoppensprett AS Avd Sørum	6.5
975295680	Idrettsparken barnehage	24
979336020	Jensrud Gårdsbarnehage	2
889639482	Lindeberg Fus barnehage AS	16
888017852	Lunderåsen Fus barnehage AS	17.4
975295699	Nordli barnehage	21.3
973484060	Sennerud Fus barnehage AS	10
979787855	Skarstubben Familiebarnehage Ann-Charlott Slaaen	1.3
983835988	Skogkanten barnehage Sa	15.1
973480855	Sorknes barnehage	12.2
989012088	Sørumsand barnehage	26
893017992	Vardefjellet barnehage	22
988320684	Alvheim barnehage	11.3
975296555	Bakke barnehage	13
980472922	Bakkedalen Fus barnehage AS	12.6
911723891	Bakkeveien Familiebarnehage	1.5
979293194	Barnehage- og Vaktmester- Tjenester AS	1.3
987374446	Borgen Fus barnehage AS	15.4
992539712	Charlotte Pedersens Familiebarnehag	1.4
973481681	Døli barnehage Sa	9
873511982	Ekornrud Gårds-Familiebarnehage Trine Glitre Skedsmo	2
976638867	Fladbyseter barnehage	8.4
987917261	Gullungen Familiebarnehage	2
993632252	Hakkebakkeskogen Familiebarnehage	1.4
988595314	Hauerseter Friluftsbarnehage	8.4
985858713	Hoppensprett Avd Gystad	9.5
986916601	Hoppensprett Avd Nordkisa	15.2
989118528	Hoppensprett Avd Skogmo	16.3
990928525	Hoppensprett Avd Solbakken	7.4
991046224	Hoppenspretthallen AS	24
875268392	Jessheim barnehage	14
975268403	Kløfta barnehage	13
991647724	Kløftahallen barnehage	9
993921890	Kverndalen barnehage	4.7
998432847	Læringsverkstedet barnehage Avd Borgen	12
992769475	Læringsverkstedet barnehage Avd Ekornrud	26.5
998439108	Læringsverkstedet barnehage Avd Gystadmarka	17.8
992769467	Læringsverkstedet barnehage Avd Nordbymoen	15.8
972924768	Læringsverkstedet barnehage Avd Olaløkka	5
989965646	Læringsverkstedet barnehage Avd Skogmo	28.6
991542612	Læringsverkstedet barnehage Avd Solhellinga	16
988629626	Læringsverkstedet barnehage Avd Verkensveien	8
992391219	Mamma Mia barnehage AS	23
984626738	Mogreina barnehage	26.7
975292746	Nordby barnehage	14
987431911	Nordbyhagen barnehage	9
986344632	Olstadmoen barnehage Sa	14
984914458	Romsaas barnehage	15
973501070	Rosenlund Familiebarnehage	3.3
979687303	Rosterud Familiebarnehage AS Avd 1	2.4
894913592	Rosterud Familiebarnehage AS Avd 2	1.1
973501119	Sand Familiebarnehage	2.3
988312746	Solstråla Familiebarnehage Irene Lundeby	2.5
973826875	Soria Moria barnehage	3.6
983353525	Sørholtet Andelsbarnehage	16
973611976	Tiurkroken barnehage	9
975301109	Deør barnehage	12.3
973594656	Garder barnehage	7.4
990065144	Grevlingen barnehage	16.2
911717395	Hjertehagen AS	4
974102226	Hvitsten Naturbarnehage Sa	4.5
995994259	Hølen Fus barnehage AS	14.5
994914200	Muldvarpen Familiebarnehage	1.1
975301656	Pepperstadmarka barnehage	16.2
993033898	Risil barnehage	16.2
987549912	Skaug Idrettsbarnehage	10
873512962	Sole Skog barnehage	12
975301095	Solerunden barnehage	16.2
994441116	Solåsen Fus barnehage AS	16
875211382	Store Brevik barnehage	12
986170820	Støttumveien barnehage	12
981974816	Vestby Naturbarnehage Avd Lesteberg	15.2
989759345	Vestby Naturbarnehage Avd Son	7.5
990664005	Vestby Naturbarnehage Avd Sundbytoppen	12.4
989753908	Østbydammen barnehage	13.7
984709269	Øståsen barnehage	16.4
995078562	Do-Re-Mi Musikk Familiebarnehage	1.2
974102382	Dysterlia barnehage Sa	9
974603470	Frydenhaug barnehage	17
973486012	Haugtussa Steinerbarnehage	11
999211240	Kroerbarnehagen Da	2.4
987577401	Løvstad Naturbarnehage Sa	10
887913072	Moerlia barnehage Sa	11.4
980462242	Orrestien barnehage AS	12.7
979996519	Pingvinen Familiebarnehage Da	2.3
980482189	Rustadporten barnehage Sa	13
974603489	Sagaskogen barnehage Avd Rustadskogen	8
974603497	Sagaskogen barnehage Avd Sagalund	8
976015894	Sjøskogen Foreldrelagsbarnehage Da	13.1
995613662	Solbergtunet barnehage	31
980342204	Stiftelsen Kaja barnehage	8
973489658	Stiftelsen Knerten barnehage	6.8
974603179	Søråsteigen barnehage	25
973500716	Tamburbakken barnehage	8.5
974603500	Togrenda barnehage	9
993266043	Tunveien barnehage	16
990269548	Vinterbro barnehage	20
972290920	Åkebakke barnehage	12
992273178	Alvehetta Fus barnehage	10
973485458	Askeladden barnehage Friluft. Natur. Omsorg	7.7
989727168	Barnehager Sentrum Øst. Gullfakse	13.5
989727192	Barnehager Sentrum Øst. Møllers Asyl	6.9
985903506	Bjønnes barnehage AS	2.8
973464973	Blåklokken barnehage	6.2
982401348	Bråstad barnehage AS	7.7
973483552	Dalen barnehage	13.4
999609775	Drømmevika Naturbarnehage AS	9
990847924	Durapart AS Avd Moltemyrskogen Barnehage	15.1
973502050	Enghaven barnehage AS	5.6
914979269	Eplehagen Barnehagen AS	9.3
992206365	Espira Myraskogen barnehage	21.1
874515132	Grandehagen barnehage AS	14.7
983499546	Gullungen barnehage AS	8.7
913837355	Hisøy Barnehageenhet. Stemmehagen	13
988973785	Jovannslia Barnehageenhet. Jovannslia	10.5
875307452	Jovannslia Barnehageenhet. Lia	11.1
993958808	Kongshavn barnehage Jarl Aanby	4
986863834	Lille-Strømsbu barnehage Ans	2.8
988736686	Lindebakken barnehage AS	5.8
997541359	Læringsverkstedet barnehage Avd Eydehavn Naturbarnehage	16.1
889554452	Læringsverkstedet barnehage Avd Furukollen	13.4
988841641	Læringsverkstedet barnehage Avd Helsviga Naturbarnehage	10.1
995063204	Læringsverkstedet barnehage Longum Naturbarnehage	11.5
999019102	Læringsverkstedet barnehage Slaabervig Naturbarnehage	12
890941532	Læringsverkstedet barnehage Tyholmen Naturbarnehage	19.1
982918987	Læringsverkstedet Portveien His	8.1
973512870	Læringverkstedet Sjiraffen barnehage	5.9
986460047	Løvehulen Familiebarnehage Lisbeth Dalen	2
994862200	Matilda AS Avd Arendal	12.7
986632484	Natvigheia barnehage Sa	11.8
985796718	Nedenesåsen barnehage AS	3.6
914851076	Nidelvåsen barnehage AS	7.8
994946811	Noah barnehage AS	2.2
979164602	Noas Park barnehage	5.7
974798417	Nyli barnehage	9.2
990236445	Sandnes barnehage Jarl Aanby	7
988632260	Skare Familiebarnehage AS	3.3
995648512	Skogens Lykke barnehage AS	5
980564339	Snehvit Familiebarnehage	2.4
981472381	Solsikken barnehage AS	6
995015412	Spornes Gårdsbarnehage AS	11.8
996705455	Springkleiv barnehage AS	6.5
973810103	St Franciskus barnehage	5.9
873464372	Steinerbarnehagen Stjerneglimt	7.2
995170108	Stinta Barnehageenhet. Gåsungen	9.3
988973718	Stinta Barnehageenhet. Strømsbuåsen	15.5
975307468	Strømmen Oppvekstsenter barnehage	18
890427472	Svalestien barnehage AS	4.3
984729235	Trollstubben barnehage AS	9.1
975323455	Tromøy Barnehageenhet. Fabakken Avd Karius og Baktus	12.2
994955268	Tromøy Barnehageenhet. Fjellvik	3.3
975266761	Tybakken barnehage	10.8
999274811	Vippa Fus barnehage AS	16.5
975300064	Øyestad Barnehageenhet. Engene	13.1
975323463	Øyestad Barnehageenhet. Rykene	7.7
974183609	Birkeland barnehage	6.7
998717884	Birkenes Fus barnehage AS Avd Birkeland	15
913626826	Birkenes Fus barnehage AS Avd Herefoss	4.3
973449400	Engesland barnehage	4.2
973458566	Hampehaugen barnehage AS	17.3
896025392	Kulturbarnehaven - Grasham	8
987589507	Natveitåsen barnehage	12.8
975307565	Bygland Oppvekstsenter Avd Barnehage	5.2
986670947	Byglandsfjord Oppvekstsenter Avd Barnehage	5.4
975307581	Bykle barnehage	6
875307592	Fjellgardane barnehage	9.2
973512943	Babuschka barnehage AS	3
975307557	Hornnes barnehage	13.3
875315412	Oddeskogen barnehage	22.8
973819356	Blakstadheia barnehage	12
912664244	Bliksåsen barnehage	11.6
974838028	Eikely barnehage	26.4
995305097	Froland Musikkbarnehage	12
912664287	Gårdsbarnehagen Ovelandsneset	3
974583364	Kringletoppen barnehage	6
973819364	Mykland barnehage	3
975307417	Visedal barnehage Avdeling Alvheim	7.6
976826485	Visedal barnehage Avdeling Renstøl	14.3
982605032	Alven Eventyrbarnehage i Trollvika AS	4.4
980128830	Annemorhuset barnehage	8
990450471	Askeladden Idrettsbarnehage	22.4
980925005	Askeladden Tur- og Aktivitetsbarnehage	16.6
880424092	Eide barnehage	13.4
973337459	Fevik barnehage	9
998624584	Fjære barnehage AS	6.9
982229952	Flatefjell Andelsbarnehage	16.6
974548895	Grimstad barnehage	7.2
974548909	Hausland barnehage	11.1
976844963	Hokus Pokus barnehage Grimstad	24.1
992571535	Lille Gull barnehage AS	4.5
998250110	Lysthaven Familiebarnehage	1
981453360	Læringsverkstedet Fevik	6
996371786	Læringsverkstedet Hasla	4.7
993221473	Læringsverkstedet Myråsen	19.3
916935153	Matilda Natur- og Teaterbarnehage Avd Egra	6.9
987872187	Matilda Natur- og Teaterbarnehage Avd Fuhr	12.3
994939610	Maurtua Familiebarnehage Grømheia	0.8
989303368	Maurtua Familiebarnehage Grømjordet	1
987957174	Nyhaven Familiebarnehage	2.3
989124986	Regnbuebarna AS	6.3
973458507	Resvik barnehage	6
975830500	Solstrålen barnehage AS	6.3
974548925	Storgaten barnehage	8
989820729	Temseveien barnehage AS	12.6
986062777	Tykkåsen barnehage AS	7
974548917	Tønnevoldskogen barnehage	13.4
985004064	Tøra Familiebarnehage V/ingunn Steine	3.2
998624630	Vikkilen barnehage AS	5.6
973458515	Østerhus barnehage	9
975307522	Skaiå barnehage	20.8
975307530	Vatnestrøm Oppvekstsenter Avdeling Barnehage	5.6
990178216	Avigo AS Avd Barnehage	11.9
973470078	Bergstø barnehage Sa	7.8
995835827	Blåbæråsen barnehage	17
974187531	Borketun barnehage	13.2
974612666	Framsyn barnehage	14
993018155	Furulunden Familiebarnehage Ans	2.6
973479512	Høvåg barnehage	4
996318567	Kalvild Åpen barnehage	0.2
911987392	Læringsverkstedet barnehage Avd Kaldvell	15
991343474	Møglestu Fus barnehage AS	15
873502142	Prestholt barnehage	11
998271959	Tripp-Trapp-Tresko AS	4
996798836	Veslekollen Gårdsbarnehage	7
984666837	Villa Snøringsmoen barnehage	10
973476556	Amandus barnehage Sa	6.6
975307360	Fargeskrinet barnehage	10.1
973465597	Frydenborg barnehage AS	12.4
993428841	Frydendal barnehage	0.2
976668545	Hope Oppvekstsenter Avdeling Barnehage	5.8
973458469	Lekeslottet barnehage Risør AS	7.9
973502093	Tjenna barnehage AS	10.8
873808802	Trollstua barnehage	7.6
999103782	Blåbærskogen Naturbarnehage AS	3
973485431	Bøklia barnehage	5.7
973502131	Grotten barnehage	6
973817493	Knatten barnehage	3.6
973817426	Lyngbakken barnehage	18.4
990133670	Læringsverkstedet Fjellhulen	6.6
973512935	Napen Familiebarnehage	1.2
973470205	Sandøya barnehage	2.8
976826604	Skriverstua barnehage	6
974860287	Stormo Familiebarnehage	1
989342185	Villa Utsikten barnehage	4.5
875318012	Hylestad barnehage	4.3
973829688	Valle barnehage	6.5
992387726	Dyrebo Gårdsbarnehage AS	4
973512927	Ljøstadsaga barnehage AS	8.8
890771262	Vegårshei barnehage Avd Ubergsmoen	4.1
975307425	Vegårshei barnehage Avdeling Myra	6
987535407	Beverborga barnehage	10.1
993629138	Dølemo Oppvekstsenter Avd Barnehage	3
973670786	Klokkargarden barnehage Da	6.6
919232420	Mosberg barnehage	3.2
976780086	Amicus barnehage	4.5
975317684	Aronsløkka barnehage	11.2
975306003	Bacheparken barnehage	14.4
973335073	Baltazar barnehage	4.2
992760877	Bekkevollen barnehage AS	23.5
991500766	Bessungen AS	8
990805466	Bikkjestykket barnehage	14.3
973843605	Blåbærtoppen barnehage Sa	8.7
992250216	Bragernes Strand barnehage AS	9.8
975306011	Brannposten barnehage	5
988289388	Brøttet barnehage Sa	18.1
875306022	Dalegårdsveien barnehage	10.6
995613514	Dampsentralen barnehage	13.6
975306038	Danvik barnehage	14.3
973494651	Drafnkollen Fus barnehage AS	16.4
996215350	Drammen Montesorri barnehage AS	8.2
973485377	Ekornheia barnehage Sa	11
984453361	Espira Gåserud barnehage	16.1
990393125	Espira Kniveåsen barnehage	22.4
991414258	Espira Torsbergskogen barnehage	14.3
990393478	Espira Vannverksdammen barnehage	24.2
975306046	Fjell barnehage	22
975306054	Fjellhagen barnehage	12
975306062	Gulskogen barnehage Avdeling Rødgata	6.4
991702253	Gulskogen barnehage Avdeling Øvre Eikervei	17.9
972291145	Hedensrud barnehage Sa	12
976816307	Helleristningen barnehage Bente Hennum	3.6
975306070	Jordbrekkskogen barnehage	19.2
980003698	Kjerraten barnehage Sa	16.9
990580685	Klokkergården barnehage AS	16.1
911696037	Kobbervik Gård barnehage	17.6
975306089	Konnerud barnehage	10.8
890147712	Lilleløkka barnehage	10
997700953	Læringsverkstedet barnehage Avd Skoger	17.1
973383051	Løkkebergene Vels barnehage	8.6
975306100	Marienlyst barnehage	4
991767886	Markblomsten Camilla Larsen Avd Drammen	2
976555562	Nedre Eik Familiebarnehage Lisbeth Halmrast	3.4
974142791	Nlm Barnehagene AS Avd Tryggheim Barnehage Drammen	7.6
975306119	Nordbylunden barnehage	12.9
991652493	Nøstodden barnehage AS	15.9
975306127	Parktunet barnehage	20.3
973497820	Røyseplassen barnehage Sa	11.5
992828188	Senterbarnehagen Fus AS	15
986620796	Skattekisten barnehage Sa	15
988993174	Solhagen Rudolf Steiner barnehage	9
980050971	Solhaugen barnehage	18
973469789	Solstreif barnehage	10
975306135	St. Hansberget barnehage	13.3
973472321	Stiftelsen Lassebakken barnehage	9.4
973494368	Stiftelsen Nordby Gård barnehage	11.6
975320685	Strømsø barnehage	19.2
984167490	Strømsø Familiebarnehage Qum Gilani	1.9
975322785	Svensedammen barnehage	7.8
974631423	Sørbyløkka barnehage	20.8
986209638	Tekna Barnehagen Rådyrtråkket	8.8
973469797	Tekna Barnehagen Tellus	17.3
982675723	Øren Andelsbarnehage	13
876058782	Åskollen Familiebarnehage Knerten Marit Fossum	1.1
975324966	Åssiden barnehage	8
973469800	Åssiden Kvinne og Familielag	5.7
973346180	Åssiden Menighets barnehage	4
975315584	Furuflata barnehage	6
975315592	Lampeland barnehage	11
975306658	Svene barnehage	12
975306356	Flå Kommunale barnehage	7.4
975306410	Breidokk barnehage	9.8
990255857	Hallingmo barnehage	4
978710506	Klaras Familiebarnehage Klara Magnetun	2.2
975213579	Rotneim barnehage	6
975306445	Vesterhuset barnehage	12.2
975306429	Øygardane barnehage	6
975306453	Åsgardane barnehage	4
979313241	Tuv Oppvekstsenter Avdeling Barnehage	11
875306472	Ulsåk Oppvekstsenter Avdeling Barnehage	16.5
975295435	Dagali og Skurdalen Oppvekstsenter Avd barnehage	3.9
975306534	Geilo barnehage	15.2
975295427	Hol barnehage	9.1
975296873	Hovet barnehage	3.2
988533386	Småtroll barnehage	3
876697572	Trollklubben barnehage	3.6
975320243	Vestlia barnehage	9.6
992699574	Helgelandsmoen barnehage	9
915499929	Læringsverkstedet barnehage Avd Doremi Elstangen	11
875306332	Løken barnehage	13.3
975322815	Sollihøgda barnehage	3.2
975306348	Sundvollen barnehage	9
989333224	Sundvollen Oppvekstsenter Avdeling Barnehage	9
981922298	Svensrud Natur- og Idrettsbarnehage	18.6
979575211	Trollstua Familiebarnehage	1.2
913290461	Tyrifjorden barnehage	3
975320693	Vik Formingsbarnehage	12.3
996410609	Bjørndalen Gårdsbarnehage AS	8
875306642	Doktorgården barnehage	8
997601505	Folkestad barnehage	2.9
975320235	Gulspurven barnehage	6.7
975306631	Hestehoven barnehage	6.6
976505530	Holtebrekk Familiebarnehage	2.6
973483625	Kana barnehage	9
975295494	Slingrebekken barnehage	16
974631962	Stiftelsen Askeladden Steinerbarnehage	8.8
984540124	Sætre Kunst & Musikk barnehage	2.7
992232196	Utsikt1 Familiebarnehage	2.5
996709019	Ødegården Barnehagedrift AS	22.6
986253629	Bjørkebakken barnehage	13.8
915988709	Dampsaga barnehage AS	19.8
974572656	Gamlegrendåsen barnehage	11.6
996709604	Hovdeplassen barnehage	15.8
975351971	Idea Kompetanse AS Avd barnehage Kongsberg	11.8
914885957	Idrettsparken barnehage	17.6
973469819	Jondalen barnehage	3
897062402	Kampestadlia barnehage	8
914383676	Karins Familiebarnehage	1.4
972235989	Kongsberg Int Preschool Fus AS	4
990548447	Kongsberg Montessori barnehage	7.5
976666879	Kragsgate barnehage	6
991695664	Langekjenntunet barnehage	19.5
973676695	Løvås barnehage	5.2
984744722	Madsebakken barnehage	16.2
983470750	Mormors Have barnehage	20.4
982375037	Nyhusgården Steinerbarnehage i AS	9
995371499	Nyhusgården Steinerbarnehage Ii AS	6
980665674	Raumyr barnehage	13.2
976666860	Rekrutten barnehage	6
974183293	Saggrenda barnehage	4.3
987976926	Sandsvær barnehage Sa	9.5
993564133	Skrimtrollet barnehage Sa	16.6
972239682	Skytterløkka barnehage Sa	10.5
994940007	Solsikken Familiebarnehage	1.1
974631393	Studentsamskipnaden i Sørøst-Norge Risteigen Studentbarnehage	12.5
991661077	Sølvstuffen barnehage	17
974572680	Tislegård barnehage	16.5
974572583	Venåsløkka barnehage	9.9
973737260	Krøderen barnehage	15
992706163	Lesteberg Familiebarnehage Avd 1	1.9
999336752	Lesteberg Familiebarnehage Avd 2	1
974608278	Noresund barnehage	12.3
977384443	Akebakken barnehage Sa	12
974545888	Bakkeli barnehage Sa	9
873845082	Borgestad barnehage Sa	9.1
974546108	Dambråtan barnehage	12.5
974476932	Espira Eikenga barnehage	16.1
974631350	Foss barnehage	6.9
974000997	Gunnersbråtan barnehage	11.6
991343083	Hasselbakken Fus barnehage AS	18
987828528	Heia Fus barnehage AS Avd Lierskogen	26.3
979230265	Helgerud Barnegård AS	9.6
982536162	Hennum Familiebarnehage Mona Maribo	1.1
973744445	Hennummarka barnehage	11.3
991201009	Jordbærkollen barnehage Sa	5
984944756	Lier Natur og Landbruks barnehage Sa	12.5
974546132	Linnesstranda barnehage	12.2
973347195	Merikroken barnehage Sa	6.9
877217892	Mikkel Rev Marion Garofalo Andersen	2.3
980098974	Nedre Stabæk barnehage AS	9.2
991041192	Noahs Ark Miljøbarnehage AS	20.3
977513723	Nøste barnehage Sa	18
917876142	Plutten Familiebarnehage Sa	1.9
973457284	Regnbuen barnehage	7.5
996271676	Sprellopp Linnesbakken barnehage	21.4
974545845	Tranby Andelsbarnehage	19.6
988103047	Utsikten barnehage Sa	16.5
989821059	Veslefrikk Fus barnehage AS	15.4
975306550	Barnas Hus	10
992251344	Brunes Naturbarnehage	9
973476173	Bøen barnehage Sa	3.8
986707395	Bårudåsen barnehage Sa	10
973219375	Drolsum Naturbarnehage	3
973233092	Fure barnehage	4
975306569	Gustadmoen barnehage	9
975043789	Kilden barnehage	6
990259011	Kjemperud Fus barnehage AS	16
981995864	Kroka barnehage	13
974632306	Læringsverkstedet barnehage Avd Åmot	14
991409017	Løkkeveien barnehage	4
915233805	Lønneberget barnehage	5
987517700	Mælumenga barnehage	13.4
975322807	Nordbråten barnehage	10
975315606	Rolighetsmoen barnehage	9
873457112	Snarum barnehage Sa	3
991209557	Bakkefaret Fus barnehage AS	24
974889366	Eknes barnehage AS	8.8
980761819	Eplehagan barnehage	16.4
974544237	Grinde barnehage	15.8
988001317	Hasselbakken Familiebarnehage	1.1
988016497	Hasselbakken Familiebarnehage	1.1
974544245	Hatten barnehage	16
974544261	Langløkka barnehage	19
974544253	Møllenhof barnehage	14.4
977490685	Skyttelveien barnehage	12
998572533	Solbergelva barnehage AS	24.3
992536535	Solbergmoen barnehage AS	18.5
974544288	Steinberg barnehage	13.6
892124612	Stenberghaugen barnehage	15.8
985473730	Stenseth barnehage	16.6
997777476	Stensethalleen barnehage	7.8
974544296	Vassenga barnehage	19
881387522	Veslestua Familiebarnehage avd 2	1.3
972241415	Vinnes barnehage Sa	10.4
973489542	Årbogen barnehage	9
874544272	Åsen barnehage	13.8
975306364	Briskebyen barnehage	6
975306372	Elvefaret barnehage	6
972210447	Friskussen barnehage	6
989689444	Nesbyen barnehage	8.8
975306682	Nore barnehage	5.7
975306690	Rødberg barnehage	9.7
973750399	Tunhovd barnehage	2.6
975296695	Uvdal barnehage	5.3
990983534	Almemoen Fus barnehage AS	15
975820734	Almgrenda Steinerbarnehage	6.6
985465568	Blåbærskogen barnehage	14
913420438	Bondeheimen Familiebarnehage	2.6
972243051	Dalsbråten barnehage Sa	9.2
875306162	Eikli barnehage	17
973754645	Elling H Tuft & Sokna Natur- og Gårdsbarnehage	8
894941782	Espira Hovsmarka barnehage	17.6
974631415	Espira Trygstad barnehage	12.8
987766530	Fegri Familiebarnehage	1.5
975322157	Hallingby barnehage	14
975306186	Haug barnehage	9.8
998578310	Heggen barnehage	8.1
