Organisasjonsnummer	Barnehageenhetnavn	2017.Alle eierformer.0 år	2017.Alle eierformer.1 år	2017.Alle eierformer.2 år	2017.Alle eierformer.3 år	2017.Alle eierformer.4 år	2017.Alle eierformer.5 år
973459058	Grytestranda barnehage	1	4	0	0	2	3
975310582	Haramsøy barnehage	0	6	4	4	6	5
983952488	Hildre barnehage	0	4	4	2	5	6
980454754	Lepsøy barnehage	0	2	1	4	3	3
973344579	Longva barnehage	0	5	6	0	2	5
974156172	Nlm Barnehagene AS Avd Tryggheim Barnehage Brattvåg	1	14	14	14	23	16
974156164	Nlm Barnehagene AS Avd Tryggheim Barnehage Vatne	0	14	12	20	9	11
975310590	Søvik barnehage	0	13	13	12	16	15
983952852	Tennfjord barnehage	0	7	23	22	18	24
987110201	Utigarden barnehage AS	0	5	8	5	9	8
975323676	Bigset barnehage	0	6	17	20	6	10
889548452	Gnist Barnehager Holstad AS	1	21	29	29	30	41
975296083	Hareid barnehage	1	2	10	4	9	2
980943488	Syverplassen barnehage	2	6	13	10	13	6
975321029	Bergslia barnehage	0	4	2	8	5	3
990597448	Gnist Barnehager Myklebust AS	2	14	18	27	15	26
983762107	Huldal barnehage Sa	0	3	12	14	8	8
875310402	Leikanger barnehage	0	4	4	6	5	5
975268063	Moltu barnehage	1	3	3	3	3	3
873513012	Myrsnipa barnehage	0	10	11	6	7	15
972339148	Sirlihaugen barnehage Sa	0	5	8	13	7	7
873800062	Troll Lia barnehage AS	1	11	15	8	16	14
988501239	Troll-Myra barnehage AS	2	14	11	17	22	18
972339113	Abc Bakken barnehage	3	6	13	9	8	18
980902463	Atlantis barnehage	1	9	22	14	18	12
980353893	Blåskjellet barnehage	2	3	4	4	5	5
974746964	Blåtoppen barnehage	0	13	12	12	15	13
975310140	Dale barnehage	1	13	8	20	18	29
994549448	Draget barnehage	2	13	21	15	20	22
975299031	Fløya barnehage	0	3	5	7	8	16
875323652	Fosna barnehage	0	8	6	7	11	4
888544372	Gårdsbarnehage AS	1	6	4	3	4	7
975310159	Heinsa barnehage	0	8	8	14	8	11
975310167	Juulenga barnehage	0	0	6	7	8	12
975310175	Karihola barnehage	0	8	9	8	15	13
990749914	Kristiansund Idrettsbarnehage AS	1	20	21	22	27	22
994468650	Kvalvika barnehage AS	0	4	11	6	11	7
975310183	Myra barnehage	0	7	11	13	11	9
975310760	Rensvik barnehage	0	12	19	14	16	21
975310191	Røsslyngveien barnehage	0	9	8	11	11	14
984770154	Storbakken barnehage	0	8	20	18	13	20
972339563	Vassbakken barnehage Sa	0	2	7	6	4	7
972285552	Veslefrikk barnehage Sa	0	9	13	14	13	10
975310671	Gjerdet barnehage	0	6	19	17	17	14
975310655	Midsund barnehage	0	6	6	11	10	12
973272500	Banehaugen barnehage	0	1	4	5	7	3
975290905	Barnas Hus	0	10	17	12	21	10
973383531	Bjørset barnehage	0	5	8	7	5	12
997466152	Espira Årølia barnehage	3	24	27	25	24	21
875295322	Hatlelia barnehage	0	14	18	7	15	17
975325202	Hauglegda barnehage	0	16	18	16	22	18
975300358	Hjelset barnehage	1	9	13	16	20	13
874336742	Kleive Oppvekstsenter Avd Barnehage	0	5	6	10	2	13
983477607	Krohnstad Montessori barnehage	0	13	17	18	21	16
975310116	Kvam barnehage	0	10	10	11	11	15
974799472	Langmyra barnehage	0	2	7	5	5	10
974745577	Lillekollen barnehage	0	14	23	14	18	27
988715425	Mobarn Bolsøya barnehage	0	3	6	12	7	9
973873741	Mobarn Cecilienfryd barnehage	0	21	26	14	25	17
986131523	Mobarn Høgnakken barnehage	0	7	13	15	16	19
974187515	Mobarn Nordbyen barnehage	0	3	9	11	15	16
974205076	Mobarn Vågsetra barnehage	0	6	9	15	12	19
974187574	Mobarn Øverland barnehage	0	12	23	20	29	29
994891073	Mordalstua barnehage	0	1	3	3	2	5
973482602	Mårskrenten barnehage	0	6	3	5	1	0
977381088	Sekken Oppvekstsenter Avd barnehage	0	2	0	0	2	0
973458396	Solemdal barnehage	0	4	6	3	5	4
974745550	St Sunniva barnehage	0	10	8	8	9	6
975858456	Studentsamskipnaden i Molde Si Molde barnehage	0	9	11	7	9	8
982472261	Tranebæret AS	0	4	4	5	7	4
975268047	Øvre Bergmo barnehage	0	0	6	6	4	4
986914374	Åsleet Familiebarnehage Julie Hov Fostervold	0	3	4	0	2	1
975310620	Eidsvåg barnehage	1	11	10	11	15	11
975310639	Eresfjord barnehage	0	5	3	6	2	2
993487902	Farmen Friluftsbarnehage AS	0	2	6	3	4	5
988226750	Liedgarden barnehage AS	0	3	5	1	1	6
975310647	Vistdal barnehage	0	3	2	0	1	5
975325245	Dalsbygda barnehage	0	3	0	4	3	4
974561549	Syltebøen barnehage	0	3	7	11	8	15
975300749	Eidsbygda barnehage	0	1	4	2	5	6
913820223	Innfjorden barnehage Sa	0	5	4	4	8	5
974747995	Leiktun barnehage	0	4	9	12	12	10
974748002	Myra barnehage	1	7	10	13	15	15
974012669	Måndalen barnehage	0	2	11	4	11	9
974146584	Nlm Barnehagene AS Avd Tryggheim Barnehage Åndalsnes	0	6	7	11	11	11
973488562	Rabben barnehage AS	0	14	19	17	19	22
976832027	Vågstranda barnehage	0	0	4	1	2	4
974748010	Åfarnes barnehage	0	1	3	2	8	12
975321134	Bolme barnehage	0	9	8	13	11	11
975297322	Rindal barnehage	0	1	4	5	5	5
975323927	Øvre Rindal barnehage	0	1	6	7	4	6
981018710	Gjerdsvika barnehage	0	2	3	4	3	4
973494716	Hauemarkja barnehage	0	7	7	10	11	13
975199258	Haugelia barnehage	0	5	3	3	4	4
875310372	Kvamsøy barnehage	0	0	1	4	4	2
975325229	Sandsøy barnehage	0	0	1	0	1	0
874013382	Harøy barnehage	0	6	9	12	10	14
973472461	Plassebakken barnehage Sa	4	9	18	8	13	12
913878299	Prestemarka barnehage	0	13	13	15	23	10
975310531	Skodje barnehage	0	12	10	13	15	14
976675894	Stette barnehage	0	6	5	8	7	6
975323773	Valle barnehage	0	4	11	13	16	6
975298833	Brattvær barnehage	1	5	4	6	4	3
875310852	Innsmøla barnehage	0	1	3	3	3	7
974017911	Nordsmøla barnehage	0	3	4	5	1	11
975310868	Veiholmen barnehage	0	5	2	4	2	4
974618427	Andershaugen barnehage	0	4	3	6	7	16
975315517	Geiranger barnehage	0	0	2	3	2	4
976675827	Helstad barnehage	0	6	6	8	0	5
975310515	Liabygda barnehage	0	3	0	2	1	0
875297392	Ringstad barnehage	0	6	16	7	20	14
975310523	Sunnylven barnehage	0	6	4	3	3	3
973502697	Trollhaugen barnehage Stranda Sa	0	4	2	2	5	4
976343859	Tusenfryd barnehage Stranda Sa	1	6	13	9	12	13
995737345	Gnist Barnehager Bjørkavåg AS	5	33	25	30	30	32
980439577	Hatlebakken barnehage Sa	1	4	3	4	4	3
875310542	Langevåg barnehage	2	15	27	17	26	17
975218279	Molvær barnehage	0	12	11	18	14	12
975325261	Måseide barnehage	0	16	8	16	15	14
991194746	Nymarkbakken Fus barnehage AS	0	22	16	28	19	36
985499896	Rørstadmarka barnehage Sa	0	5	13	15	14	12
975310558	Sunde barnehage	0	3	10	6	9	7
973459023	Vasset barnehage	0	1	7	4	8	2
989735748	Bikuben barnehage	0	2	5	0	2	5
874619892	Gjøra Oppvekstsenter Avd barnehage	0	2	2	2	4	3
918381856	Holssand barnehage	0	10	13	15	9	9
974619709	Holten barnehage	0	4	26	17	19	17
978605672	Stortuva barnehage	0	10	14	18	12	13
974619830	Tredal barnehage	0	9	10	19	10	12
974619946	Villabyen barnehage	0	5	6	14	12	0
975310795	Bøfjorden og Bæverfjord Oppvekstsenter Avd Bæverfjord Barnehage	0	3	4	1	1	3
975310809	Bøfjorden og Bæverfjord Oppvekstsenter Avd Bøfjorden Barnehage	0	3	3	5	2	2
972179760	Bårdshaugen barnehage AS	0	10	6	10	10	8
975310825	Midtigrenda barnehage	0	10	10	13	6	10
973459317	Mo Oppvekstsenter Avd Barnehage	0	3	7	3	5	8
975310817	Todalen og Stangvik Oppvekstsenter Avd Stangvik Barnehage	0	3	5	7	13	11
975310833	Todalen og Stangvik Oppvekstsenter Avd Todalen Barnehage	0	0	2	1	4	3
975296091	Øye og Skei barnehage Avd. Skei	0	5	9	6	5	6
882522202	Øye og Skei barnehage Avd. Øye	0	8	14	7	12	9
974618680	Blakstad Naturbarnehage	0	8	4	4	3	4
892552002	Ikornnes Fus barnehage AS	0	6	15	13	16	17
989639463	Krikane barnehage AS	0	8	13	11	19	12
974145561	Nlm Barnehagene AS Avd Tryggheim Barnehage Sykkylven	2	5	5	13	3	6
974010623	Tandstad barnehage	0	4	5	5	6	7
976831942	Ullavik barnehage	0	4	10	12	13	17
994451464	Velledalen Naturbarnehage Sa	0	6	8	1	6	6
972330574	Vik barnehage	0	2	5	5	5	12
974010534	Vikedalen barnehage	0	7	16	19	12	13
975310779	Meisingset Oppvekstsenter Avd Barnehage	0	5	2	6	3	2
975310787	Straumsnes barnehage	1	8	10	17	7	7
975297063	Tingvoll barnehage	1	8	12	13	14	22
985495130	Almejordet barnehage	2	7	8	11	16	13
975265323	Blåtinden barnehage Sa	2	4	7	9	7	8
888443142	Gnist Barnehager Støylane AS	4	11	40	21	25	24
973502514	Høddvollbarnehagen Al	0	10	11	12	8	10
974093065	Nlm Barnehagene AS Avd Tryggheim Barnehage Ulsteinvik	2	5	6	14	10	8
975323668	Sundgotmarka barnehage	0	11	7	19	12	18
985165912	Sætra barnehage AS	2	8	8	9	8	9
912589137	Vikemarka barnehage AS	4	9	16	6	16	14
990528195	Solsikka barnehage AS	3	10	9	7	12	15
975310353	Syvde barnehage	0	3	2	10	4	8
975310361	Åheim barnehage	0	0	5	4	10	8
979312415	Fiksdal Oppvekstsenter Barnehage	0	4	5	1	6	4
973764322	Gardstunet barnehage	0	3	9	6	10	6
975310612	Helland barnehage	0	16	24	26	15	38
974149125	Nlm Barnehagene AS Avd Tryggheim Barnehage Vestnes	0	6	5	5	11	14
975310604	Tomrefjord barnehage	0	5	9	9	4	6
976974638	Tresfjord Oppvekstsenter Barnehage	0	2	8	7	5	5
983604560	Vike Motessoribarnehage Sa	1	6	4	6	6	7
975310450	Austefjord barnehage	0	0	0	1	5	4
974007762	Engeset barnehage	0	12	7	13	12	8
974702711	Folkestad barnehage	0	1	6	3	6	3
973458779	Hjellbakkane barnehage stiftelsen	0	5	9	4	8	7
977180058	Lauvstad barnehage	1	8	4	4	5	1
997618769	Læringsverkstedet Bratteberg barnehage AS	0	4	11	8	12	8
973471589	Mork barnehage	0	13	5	8	10	6
974747553	Oppigarden barnehage	0	10	11	12	10	9
973502565	Rotset barnehage Sa	0	7	11	12	6	11
975310442	Sollia barnehage	0	14	8	5	15	10
973172301	Studentsamskipnaden i Volda Avd Røysmarka Studentbarnehage	1	4	6	4	2	0
973458868	Trollsletta barnehage	0	0	3	2	5	4
973472429	Øyra barnehage	1	8	6	12	9	9
998633923	Lande Fus barnehage AS	0	10	11	14	16	14
975317803	Årøyhaugen barnehage	0	7	7	13	5	18
974008548	Barnas Vel barnehage	0	19	16	22	21	19
973502670	Dalane barnehage	0	3	11	6	10	13
973471716	Farkvamen barnehage	0	9	9	16	13	18
973470124	Foreldreforeininga Krokedalen Barne	0	8	12	12	9	16
875065092	Hovdebygda barnehage	0	12	13	7	11	13
975323749	Kvitveisen barnehage	0	5	2	10	8	12
973458922	Liadal barnehage Sa	2	7	6	3	7	6
975894312	Mosmarka barnehage Sa	0	17	18	20	22	18
975323730	Rystene barnehage	0	7	6	5	6	10
975314669	Sæbø barnehage	0	5	8	5	11	5
975065103	Vartdal barnehage	0	4	15	6	7	9
985352771	Askepott barnehage	1	7	8	0	0	0
984609612	Barnas Hage Larsgården Sa	1	14	16	11	17	17
972218243	Blindheim barnehage AS	0	12	12	14	16	14
974799553	Borgund Menighetsbarnehage	0	5	4	7	4	2
973470264	Borgundvegen barnehage AS	0	6	8	10	4	12
993780448	Brisk barnehage	1	6	6	8	8	7
984927185	Ebbegarden barnehage Sa	1	15	15	29	20	30
986517642	Ellingsøy barnehage	0	7	14	24	26	16
976974395	Fagerlia barnehage	2	13	14	12	13	14
975048179	Fjelltun barnehage	0	7	6	6	4	10
975310213	Fremmerholen barnehage	0	9	14	14	18	23
893193952	Gnist Barnehager Flisnes AS	0	22	23	24	26	27
989543482	Gnist Barnehager Hessa AS	0	18	25	24	20	25
995737329	Gnist Barnehager Ratvika	1	15	15	12	18	16
984167954	Hatlahaugen Familiebarnehage V/gunn Berit Rødstøl	0	3	1	1	2	1
983443923	Heimdalen barnehage Ba	0	9	10	10	14	16
988009180	Høgvoll barnehage	0	17	17	23	19	21
992876891	Jugendby barnehage AS	2	6	7	6	11	4
873458712	Klipra barnehage Sa	0	6	6	6	6	6
991354557	Kvennaneset barnehage	1	6	6	10	9	6
875310232	Lerstad barnehage	0	6	4	10	11	12
993818666	Lykkeliten barnehage	0	5	4	7	7	11
991208216	Læringsverkstedet barnehage Avd Olsvika	5	23	22	28	23	37
990524424	Læringsverkstedet barnehage Avd Skogheim	0	7	9	5	15	6
975310248	Midtbyen barnehage	0	6	11	9	9	8
974143003	Nlm Barnehagene AS Avd Tryggheim Barnehage Ålesund	0	9	13	14	14	11
975310272	Nørve barnehage	1	12	10	10	9	7
972215473	Puskhola barnehage	0	7	7	8	6	10
993371696	Rabbevågen barnehage	0	14	12	14	10	13
975310280	Ratvikåsen barnehage	0	2	7	5	7	6
975310299	Skarbøvik barnehage	0	7	11	12	12	16
983173764	Skåthaugen barnehage Sa	0	12	13	15	16	15
984962924	Slinningen barnehage Sa	2	6	10	16	11	9
974796090	Slotsvik Menighetsbarnehage	0	1	6	8	5	9
973465007	Stiftelsen Rudolf Steinerbarnehagen Stjerneøye	0	4	5	6	8	4
975310329	Stokke barnehage	0	1	1	2	6	6
975310302	Storhaugen barnehage	0	6	14	19	10	16
972200336	Tommeliten barnehage	1	6	9	11	16	11
974194678	Torvteigen barnehage	2	5	8	6	9	5
974187604	Trollhaugen barnehage AS	3	21	30	16	21	33
987045833	Vegsund barnehage Sa	1	14	14	9	16	18
973470280	Veslefrikk barnehage Ålesund Sa	1	8	10	12	12	13
973470094	Åse barnehage AS	1	14	15	16	16	19
976974387	Åsemulen barnehage	0	8	6	7	9	6
973489623	Åsestranda barnehage Sa	1	6	8	9	7	5
973471813	Posthornet barnehage	0	1	5	2	6	6
973461524	Regnbuen barnehage Sa	0	3	2	5	3	8
988654833	Sandnes barnehage	0	3	9	10	11	13
892328242	Sandnessjøen barnehage AS	0	18	23	21	24	18
973768492	Småbarnsforeldrenes barnehage Alstahaug Sa	0	9	9	13	16	16
875312472	Stamnes barnehage	0	3	6	8	2	8
975312488	Søvik Oppvekstsenter Avd Søvik Barnehage	0	5	5	2	5	7
975320863	Tjøtta Oppvekstsenter Avd Tjøtta Barnehage	0	1	2	4	2	2
973482068	Ura barnehage	0	9	13	9	12	13
973470426	Andungen barnehage	0	6	8	8	5	10
973470868	Barnas Hus	0	3	4	2	6	3
879998662	Bleik barnehage	0	2	7	4	7	7
975313301	Myrulla barnehage	1	5	9	5	9	8
974053748	Måsungen barnehage	0	7	9	6	10	4
975324354	Risøyhamn barnehage	0	5	3	3	6	6
975321533	Skolestua barnehage	1	1	3	1	4	1
975300323	Åse barnehage	0	2	2	1	5	4
975313107	Ballangen barnehage	0	4	8	4	5	2
975840565	Bjørkåshøgda Familiebarnehage Ved Tove Ærø	0	2	3	0	2	3
997663195	Bøstrand barnehage	0	8	8	4	4	9
975313115	Kjeldebotn barnehage	0	1	2	1	3	1
987752149	Stollen barnehage	0	3	4	5	9	8
974048760	Beiarn barnehage	0	1	7	7	9	4
974043483	Bindalseidet barnehage	0	4	5	4	7	5
975312356	Kjella barnehage	0	1	0	3	0	5
875268252	Terråk barnehage	0	8	6	7	6	11
987817305	Abrakadabra barnehage AS	0	2	4	3	5	7
996162893	Alsgård Fus barnehage AS	1	23	26	13	13	7
974187248	Asphaugen barnehage	0	11	17	24	29	18
974042584	Barnas Hus barnehage	0	5	7	7	7	10
974628082	Bjerkenga Miljøbarnehage	0	7	9	12	9	12
975204170	Bjerkhaug barnehage	0	0	0	5	5	5
972339695	Bjørneborgen barnehage	0	27	13	21	24	18
973502883	Breivika barnehage	1	17	17	13	15	18
974628147	Engmark barnehage	0	16	24	26	21	29
974628031	Gjæran barnehage Avd Messiosen	0	4	7	4	8	5
995781638	Gjæran barnehage Avd Osphaugen	0	4	7	9	1	5
873461322	Gla'Ungan AS	0	9	8	4	4	8
972339679	Grønnåsen barnehage AS	0	5	6	8	6	6
996466418	Holstveien Familiebarnehage Hanne Kristin Torsteinsen	0	3	5	0	0	0
874628042	Hunstad Øst barnehage	0	9	9	10	18	9
989952501	Jensvoll barnehage AS	1	3	6	5	5	8
874628182	Jentoftsletta barnehage	0	9	17	18	5	21
972215120	Kjeldmyrlia barnehage	1	7	8	8	8	5
993512575	Kjerringøy Oppvekstsenter Avd barnehage	0	0	7	2	2	2
976379780	Labbetuss barnehage Sa	0	6	5	5	4	6
873485612	Lillevollen barnehage	0	15	11	14	14	14
974042576	Linken barnehage	0	4	5	4	7	7
992624620	Læringsverkstedet barnehage Avd Bodøsjøen	0	19	13	28	18	23
973470531	Læringsverkstedet barnehage Avd Knerten	1	9	5	6	8	10
873470542	Læringsverkstedet barnehage Avd Nerenga	0	5	6	7	5	9
986850155	Læringsverkstedet barnehage Avd Notveien	0	14	14	17	22	24
987849096	Læringsverkstedet barnehage Avd Saltvern	0	3	10	15	11	13
996774929	Læringsverkstedet barnehage Avd Trålveien	1	10	10	19	16	19
974628198	Løding barnehage Avd Maurtua	0	2	7	5	6	7
974628058	Løding barnehage Avd Vestre Løding	0	7	6	6	3	4
987120975	Maskinisten Friluftsbarnehage AS	0	5	4	5	5	6
973117599	Mellommyra barnehage	0	10	16	17	16	15
975268292	Misvær barnehage	0	1	2	5	3	1
992066458	Mørkvedlia barnehage	0	7	8	5	8	7
974628066	Mørkvedmarka barnehage	0	14	10	17	10	9
976551311	Neståsen barnehage Sa	0	5	6	8	6	6
976788362	Nissebo barnehage	0	11	9	13	8	15
973183028	Nord Studentsamskipnad Avd Studentongan barnehage	1	6	17	12	24	17
995443449	Paradiset barnehage	0	8	8	12	10	9
974628171	Regnbuen barnehage	0	3	5	3	4	4
874621552	Rensåsen barnehage	0	19	19	9	13	12
974628139	Rønvik barnehage	0	16	20	18	12	13
974796201	Rønvik Menighetsbarnehage	0	5	5	8	4	11
974628090	Saltstraumen barnehage	0	6	8	5	9	5
973471767	Samvirkeforetaket Befalsfruene Bodø Garnison Sa - Bamsebo barnehage	0	4	4	4	5	2
974628074	Sentrum barnehage Avd Parkveien	1	6	5	6	5	6
974628120	Sentrum barnehage Avd Vestbyen	0	7	6	9	8	10
974628163	Skaug Oppvekstsenter Avd Barnehage	0	4	7	7	9	8
972228281	Skeidhaugen barnehage	0	5	3	7	5	3
974628104	Skivik barnehage	0	8	17	21	18	17
975300897	Skjerstad Oppvekstsenter Avd Barnehage	0	1	5	3	5	0
993512591	Skolen i Væran Avd barnehage	0	0	2	2	3	0
973117629	Stadionparken barnehage	0	12	17	19	17	10
974628112	Stokkvika barnehage	0	5	12	10	13	14
972240605	Stordalen Friluftsbarnehage	0	5	11	8	12	8
973183605	Trollmyra barnehage AS	0	5	8	9	8	9
973954792	Tusseladden barnehage	0	17	24	18	18	23
974799812	Tverlandet Kirkebarnehage	0	2	2	1	4	4
973117602	Vollen barnehage	0	16	18	17	16	28
972339628	Vågønes barnehage AS	0	6	9	6	9	9
873461462	Barnetun barnehage Sa	0	9	5	4	11	10
995467445	Fjellsøya barnehage AS	0	4	8	7	9	8
974621851	Flaggstanghaugen barnehage	0	5	8	8	7	8
974621843	Furutoppen barnehage	2	16	12	19	13	15
974044439	Klokkargarden barnehage	1	2	13	8	11	7
986697853	Kløvermarka barnehage	1	10	11	19	16	12
972240478	Salhus barnehage	0	2	8	13	11	9
972240486	Soltun barnehage	0	5	4	7	4	3
973700243	Sylteren barnehage Sa	0	6	4	5	5	6
874621862	Toftsundet barnehage	0	3	7	7	8	5
974581965	Eidet barnehage	1	2	2	1	2	5
974581957	Straume barnehage	0	6	12	6	6	6
974052962	Vinje barnehage	0	11	13	7	5	12
973789120	Árran Mánájgárdde Barnehage	0	3	3	5	2	5
975313050	Drag barnehage	0	4	2	5	4	1
975313042	Pæsatun barnehage	0	1	9	5	5	10
975313034	Storjord Oppvekstsenter Avdeling Barnehage	0	1	1	1	4	0
975296121	Dønna barnehage Avd Solfjellsjøen	0	5	4	7	9	9
996028364	Foreningen for Drømmehagen barnehage	0	0	1	3	1	4
975300862	Løkta Oppvekstsenter Avd barnehage	0	0	1	2	0	1
975313085	Bogen barnehage	0	2	2	3	2	7
975313093	Liland barnehage	0	5	5	4	10	8
975296156	Erikstad barnehage	1	2	7	6	6	3
994468642	Fauske Idrettsbarnehage AS	0	7	6	5	6	4
974049228	Hauan barnehage	0	5	4	5	3	5
990032270	Kvitre barnehage AS	0	3	3	5	5	10
972285706	Lyngheia barnehage AS	0	9	14	12	20	13
981075412	Medås Gårdsbarnehage AS	0	17	13	12	15	16
992794291	Stemland Gårdsbarnehage AS	0	6	4	4	7	4
975312895	Sulitjelma barnehage	0	1	1	5	4	3
975312909	Valnesfjord barnehage Avd Løkås	0	6	6	8	13	10
975312917	Vestmyra barnehage	0	12	14	19	19	16
973465309	Napp barnehage	0	2	2	3	3	3
976781058	Nubben Barnehagedrift AS	0	3	3	9	7	4
972339989	Inndyr barnehage	0	5	9	12	8	5
974048515	Nygårdsjøen Oppvekstsenter Avd Barnehage	0	3	2	5	2	5
874545422	Sandhornøy barnehage	0	0	2	5	1	2
974048507	Storvik Oppvekstsenter Avd Barnehage	0	1	1	3	0	1
986536019	Sørarnøy Skole og barnehage Avd Barnehage	0	2	3	1	6	2
974045982	Grane Kommunale barnehage	0	7	7	9	13	15
989507567	Karius og Baktus Kulturbarnehage Åse Granmo	0	2	2	6	1	2
873353252	Aspåsen barnehage Sa	0	2	5	4	9	9
973461842	Børøya barnehage Sa	0	2	0	2	0	5
973484486	Grytting barnehage Sa	0	2	5	4	7	5
974184362	Hoppensprett Melbu AS	2	9	8	13	14	14
974283956	Hoppensprett Stokmarknes AS	0	7	8	7	9	4
993397970	Innlandet barnehage	0	0	1	2	3	2
898598292	Lille-Børøya barnehage AS	0	8	13	9	18	10
974052571	Melbu barnehage	0	7	10	7	11	16
974187663	Norlandia Sjøstjerna barnehage	0	4	6	8	10	9
974187523	Solheim barnehage Sa	0	1	4	4	3	5
993397997	Strandlandet barnehage	0	0	0	0	3	0
974052423	Søndre barnehage	0	6	7	13	7	12
973470175	Tumlebo barnehage Sa	1	7	7	8	5	9
975028496	Innhavet Oppvekstsenter Avd Barnehage	0	0	2	2	3	2
974205157	Marielund barnehage	0	3	6	5	8	8
975313018	Skutvik Oppvekstsenter Avd Barnehage	0	2	2	1	2	6
975313026	Ulvsvåg Oppvekstsenter Avd Barnehage	0	1	3	5	3	3
974046245	Hattfjelldal Oppvekstsenter Avd Barnehage	0	6	11	5	10	6
983740251	Susendal Skole og barnehage Avdeling Barnehage	0	0	2	1	0	5
975314820	Varntresk Oppvekstsenter Avd Barnehage	0	1	0	3	0	1
975312631	Bjerka barnehage	0	4	8	5	8	9
975312658	Finneidfjord barnehage	0	8	6	5	5	5
992559667	Frikultbarnehagen-Hemnes	0	3	7	3	7	3
975312666	Hemnes barnehage	0	8	12	4	6	8
975312674	Korgen Fysak barnehage	2	9	6	10	13	9
875312642	Sørfjellet Gårds- og Friluftsbarnehage	0	0	3	7	3	1
875324152	Tømmerheia Naturbarnehage	0	1	5	7	2	7
975324095	Herøy barnehage	1	7	12	12	11	13
995625679	Solli barnehage AS	0	3	5	5	9	5
997298918	Leines barnehage	0	8	6	8	7	10
875312502	Leland barnehage	0	13	20	17	22	21
973503006	Tverlandet Oppvekstsenter Avd barnehage	0	2	4	3	2	2
975312569	Ulvang Oppvekstsenter Avd barnehage	0	1	3	3	3	4
975295303	Aldersund Oppvekstsenter barnehage	0	1	2	2	2	3
975296520	Konsvik barnehage	0	2	2	3	1	5
993526975	Kvarøy Oppvekstsenter barnehage	0	1	1	3	2	2
975312739	Lovund barnehage	0	10	11	8	11	12
975295311	Onøy barnehage	0	1	2	2	4	7
975296539	Sleneset barnehage	0	0	1	5	3	2
874050512	Læringsverkstedet barnehage Avd Lødingen	0	8	10	12	10	18
974050501	Vestbygd barnehage	0	1	3	0	0	4
991747184	Bolga Oppvekstsenter Avd barnehage	0	0	1	2	0	1
974048043	Fjøshaugen barnehage	0	5	5	8	7	6
875312782	Glomfjord barnehage	0	12	10	20	14	14
975312798	Halsa barnehage	0	5	10	5	13	8
984769350	Meløy Oppvekstsenter Avd Solsikken barnehage	0	3	2	5	0	3
975312801	Neverdal barnehage	0	8	7	9	11	10
975324222	Reipå barnehage	0	5	17	10	12	12
884074762	Spildra barnehage	0	5	6	3	4	6
975324206	Vall barnehage	0	3	6	15	7	5
918342753	Sørvågen barnehage	0	1	7	2	8	4
986032479	Askeladden barnehage Sa	0	3	4	6	6	10
972174084	Banktrollet barnehage Sa	0	5	6	4	4	5
975290883	Barnebo barnehage	1	6	9	8	9	8
973465295	Barnehagen Viktoriahavn AS	1	6	10	10	11	11
916757557	Beisfjord Fus barnehage AS	0	7	11	6	7	5
975312305	Bjerkvik barnehage	0	3	9	0	8	3
973989677	Bjørkvang barnehage	0	5	9	5	6	6
975312313	Emmenes barnehage	0	11	6	7	9	21
875324012	Flåklypa barnehage	0	8	5	7	9	12
974322706	Furutoppen barnehage	1	8	7	8	8	6
993979686	Grønnlia Gårdsbarnehage AS	0	7	17	11	14	17
990753547	Hoppensprett Narvik AS	0	8	3	3	3	3
972240761	Jaklamyra barnehage	0	6	8	7	9	10
973461451	Malmklumpen barnehage Sa	1	2	7	5	5	6
882891992	Måseveien barnehage	1	8	15	6	9	9
973608223	Norges Arktiske Studentsamskipnad Soria Moria Barnehage	0	14	13	19	9	13
974146444	Pingvinn barnehage	0	6	6	10	11	10
978607098	Rallarn barnehage	0	8	9	11	13	13
875295292	Skarpen barnehage	0	8	10	12	13	11
975322092	Skistua barnehage	2	12	16	16	10	17
